"","site","plot","mass_soil","plot_no","max(co2_int)","crop","treatment","mol_co2","c_g_hr","resp","mean","two.sd","zscore"
"1","agronomy_farm","1",4.99,130,3797,"W","F",0.000149967005096982,7.49835025484912e-05,15.0267540177337,9.79102328140918,7.08433192231587,1.47811559191116
"2","agronomy_farm","10",4.98,139,3141,"S","F",0.00012405750935202,6.20287546760102e-05,12.4555732281145,9.2884356159687,5.4754631714499,1.15684738002069
"3","agronomy_farm","11",5.03,140,2582,"S","B",0.00010197914331325,5.09895716566248e-05,10.1370917806411,11.6210435060177,4.07647914919007,0.728055594579173
"4","agronomy_farm","12",4.99,141,7055,"S","C",0.000278645567805955,0.000139322783902977,27.920397575747,21.0868468599809,16.7130010156187,0.817752683600029
"5","agronomy_farm","13",4.94,142,7181,"S","C",0.000283622086805749,0.000141811043402875,28.7066889479503,21.0868468599809,16.7130010156187,0.911846062936099
"6","agronomy_farm","14",5.03,143,2585,"S","F",0.000102097631860864,5.10488159304318e-05,10.1488699662886,9.2884356159687,5.4754631714499,0.314287329994806
"7","agronomy_farm","15",4.96,144,3332,"S","B",0.000131601280216788,6.58006401083941e-05,13.2662580863698,11.6210435060177,4.07647914919007,0.807174289449743
"8","agronomy_farm","16",4.97,145,2702,"W","B",0.000106718685217816,5.33593426089079e-05,10.7362862392169,11.6126039637415,11.6156529093938,0.150885659439077
"9","agronomy_farm","17",4.97,146,1869,"W","F",7.38183651636187e-05,3.69091825818093e-05,7.42639488567592,9.79102328140918,7.08433192231587,0.66756567074013
"10","agronomy_farm","18",4.97,147,2692,"W","C",0.000106323723392435,5.31618616962176e-05,10.6965516491384,10.1788496977776,3.3988927665428,0.304629764408436
"11","agronomy_farm","19",4.98,148,2173,"S","F",8.58252046551864e-05,4.29126023275932e-05,8.61698841919542,9.2884356159687,5.4754631714499,0.245256766687549
"12","agronomy_farm","2",5.05,131,1977,"W","B",7.80839528777282e-05,3.90419764388641e-05,7.73108444333943,11.6126039637415,11.6156529093938,0.668325672380075
"13","agronomy_farm","20",5.11,149,3489,"S","C",0.000137802180875262,6.89010904376312e-05,13.4835793420022,21.0868468599809,16.7130010156187,0.90986262860551
"14","agronomy_farm","21",5.09,150,3475,"S","B",0.00013724923431973,6.86246171598649e-05,13.4822430569479,11.6210435060177,4.07647914919007,0.913140719142402
"15","agronomy_farm","22",5.01,151,3079,"W","C",0.000121608746034661,6.08043730173306e-05,12.1366014006648,10.1788496977776,3.3988927665428,1.15199380348708
"16","agronomy_farm","23",5.01,152,2006,"W","B",7.92293421713317e-05,3.96146710856659e-05,7.90711997717882,11.6126039637415,11.6156529093938,0.638015618315525
"17","agronomy_farm","24",4.98,153,2235,"W","F",8.82739679725456e-05,4.41369839862728e-05,8.86284819001462,9.79102328140918,7.08433192231587,0.262036025858918
"18","agronomy_farm","3",5.05,132,2065,"W","C",8.15596169410768e-05,4.07798084705384e-05,8.07520959812641,10.1788496977776,3.3988927665428,1.23783846337167
"19","agronomy_farm","4",5.09,133,2474,"S","B",9.771355559914e-05,4.885677779957e-05,9.59858110011198,11.6210435060177,4.07647914919007,0.992259414012971
"20","agronomy_farm","5",5.01,134,1505,"S","F",5.94417547197678e-05,2.97208773598839e-05,5.93231085027623,9.2884356159687,5.4754631714499,1.22587794332795
"21","agronomy_farm","6",5.02,135,3619,"S","C",0.000142936684605209,7.14683423026046e-05,14.236721574224,21.0868468599809,16.7130010156187,0.819736117930617
"22","agronomy_farm","7",5.06,136,5144,"W","B",0.000203168362975738,0.000101584181487869,20.075925195231,11.6126039637415,11.6156529093938,1.45722695013468
"23","agronomy_farm","8",5.01,137,2488,"W","C",9.82665021546727e-05,4.91332510773363e-05,9.80703614318091,10.1788496977776,3.3988927665428,0.21878510452385
"24","agronomy_farm","9",5.02,138,1995,"W","F",7.87948841634132e-05,3.93974420817066e-05,7.84809603221247,9.79102328140918,7.08433192231587,0.548513895312111
"25","allstar_mine_1","1",5.03,55,3112,"W","F",0.000122912120058417,6.14560600292085e-05,12.2179045783715,10.5155153607307,4.333937396664,0.785608587217304
"26","allstar_mine_1","10",5.06,64,3112,"S","F",0.000122912120058417,6.14560600292085e-05,12.1454664089345,13.9385328259483,8.48510851466546,0.422638417390831
"27","allstar_mine_1","11",5.11,65,3108,"S","C",0.000122754135328265,6.13770676641324e-05,12.011167840339,13.6699052230161,4.83137679623443,0.686652046667089
"28","allstar_mine_1","12",5.05,66,3679,"S","B",0.000145306455557492,7.26532277787461e-05,14.3867777779695,13.7560590316223,1.56487142279533,0.806096574018244
"29","allstar_mine_1","13",5.11,67,2519,"W","B",9.94908838133523e-05,4.97454419066761e-05,9.73492013829278,9.92252384087157,1.31430743051577,0.285479178193737
"30","allstar_mine_1","14",5.07,68,1898,"W","F",7.49637544572222e-05,3.74818772286111e-05,7.39287519301994,10.5155153607307,4.333937396664,1.4410176621907
"31","allstar_mine_1","15",4.98,69,4145,"W","C",0.000163711676620224,8.18558383101122e-05,16.4369153233157,12.7767401804371,6.60137096694831,1.1089136366383
"32","allstar_mine_1","16",5.04,70,5075,"S","F",0.000200443126380612,0.000100221563190306,19.8852307917274,13.9385328259483,8.48510851466546,1.40167870699614
"33","allstar_mine_1","17",4.98,71,3509,"S","B",0.000138592104526023,6.92960522630117e-05,13.9148699323317,13.7560590316223,1.56487142279533,0.20296990333639
"34","allstar_mine_1","18",5.02,72,4371,"S","C",0.000172637813873824,8.6318906936912e-05,17.195001381855,13.6699052230161,4.83137679623443,1.45925118553631
"35","allstar_mine_1","19",5.04,73,2322,"W","B",9.17101358533561e-05,4.5855067926678e-05,9.09822776322977,9.92252384087157,1.31430743051577,1.25434287063008
"36","allstar_mine_1","2",5.03,56,2607,"W","C",0.000102966547876701,5.14832739383504e-05,10.2352433277039,12.7767401804371,6.60137096694831,0.769990617239365
"37","allstar_mine_1","20",5.03,74,3741,"W","C",0.000147755218874851,7.38776094374257e-05,14.6873975024703,12.7767401804371,6.60137096694831,0.578866823755081
"38","allstar_mine_1","21",5.07,75,3001,"W","F",0.000118528043796693,5.92640218983466e-05,11.6891561929678,10.5155153607307,4.333937396664,0.54160488480541
"39","allstar_mine_1","22",5.08,76,3137,"S","C",0.000123899524621868,6.19497623109341e-05,12.1948351005776,13.6699052230161,4.83137679623443,0.610621023633773
"40","allstar_mine_1","23",5,77,3195,"S","B",0.000126190303209075,6.30951516045376e-05,12.6190303209075,13.7560590316223,1.56487142279533,1.45319122600342
"41","allstar_mine_1","24",4.98,78,3456,"S","F",0.000136498806851507,6.82494034257534e-05,13.704699483083,13.9385328259483,8.48510851466546,0.0551161702790632
"42","allstar_mine_1","3",5.07,57,2725,"W","B",0.000107627097416191,5.38135487080955e-05,10.614112171222,9.92252384087157,1.31430743051577,1.05239963541714
"43","allstar_mine_1","4",5,58,3362,"S","C",0.00013278616569293,6.63930828464649e-05,13.278616569293,13.6699052230161,4.83137679623443,0.161978115235445
"44","allstar_mine_1","5",5.08,59,3628,"S","B",0.000143292150248052,7.16460751240258e-05,14.1035580952807,13.7560590316223,1.56487142279533,0.444124748648787
"45","allstar_mine_1","6",5.05,60,2562,"S","F",0.000101189219662488,5.05946098312442e-05,10.0187346200484,13.9385328259483,8.48510851466546,0.923924119326244
"46","allstar_mine_1","7",4.98,61,2583,"W","B",0.000102018639495788,5.10093197478938e-05,10.2428352907417,9.92252384087157,1.31430743051577,0.48742241340667
"47","allstar_mine_1","8",4.99,62,2463,"W","C",9.72790975912214e-05,4.86395487956107e-05,9.74740456825865,12.7767401804371,6.60137096694831,0.917789843154015
"48","allstar_mine_1","9",5.07,63,2763,"W","F",0.000109127952352637,5.45639761763184e-05,10.7621254785638,10.5155153607307,4.333937396664,0.113804190167988
"49","allstar_mine_2","1",4.98,82,2585,"W","F",0.000102097631860864,5.10488159304318e-05,10.2507662510907,9.96120641534839,5.82685578294582,0.09938802212673
"50","allstar_mine_2","10",5.04,91,3249,"S","B",0.00012832309706613,6.4161548533065e-05,12.7304659787827,13.9882802197566,10.0100407439425,0.251310513742918
"51","allstar_mine_2","11",4.95,92,3528,"S","F",0.000139342531994246,6.96712659971232e-05,14.0750032317421,11.2629782464919,5.28230899115937,1.06469537846289
"52","allstar_mine_2","12",5.07,93,1835,"S","C",7.24754949573249e-05,3.62377474786624e-05,7.14748470979535,8.91498815628608,3.31054689205789,1.06780148665529
"53","allstar_mine_2","13",5.04,94,2340,"S","C",9.2421067139041e-05,4.62105335695205e-05,9.16875666061915,8.91498815628608,3.31054689205789,0.153309113332222
"54","allstar_mine_2","14",4.99,95,2749,"S","F",0.000108575005797104,5.42875028985521e-05,10.8792590979062,11.2629782464919,5.28230899115937,0.145284628077554
"55","allstar_mine_2","15",5.01,96,2469,"S","B",9.75160746864497e-05,4.87580373432248e-05,9.7321431822804,13.9882802197566,10.0100407439425,0.850373569168891
"56","allstar_mine_2","16",5.06,97,732,"W","B",2.89112056178539e-05,1.44556028089269e-05,2.85683849978793,9.03971005453437,13.2548936894736,0.932919071189015
"57","allstar_mine_2","17",5,98,2848,"W","C",0.000112485127868371,5.62425639341856e-05,11.2485127868371,10.0590617142623,4.08836035552793,0.581871933557224
"58","allstar_mine_2","18",4.99,99,1747,"W","F",6.89998308939764e-05,3.44999154469882e-05,6.91381071081927,9.96120641534839,5.82685578294582,1.04598288272324
"59","allstar_mine_2","2",5.02,83,2091,"W","B",8.25865176870661e-05,4.12932588435331e-05,8.22574877361216,9.03971005453437,13.2548936894736,0.122816719619353
"60","allstar_mine_2","3",5.12,84,1996,"W","C",7.88343803459512e-05,3.94171901729756e-05,7.6986699556593,10.0590617142623,4.08836035552793,1.15468870321641
"61","allstar_mine_2","4",4.98,85,4918,"S","B",0.000194242225722138,9.71211128610692e-05,19.5022314982067,13.9882802197566,10.0100407439425,1.10168408291181
"62","allstar_mine_2","5",5.13,86,2295,"S","F",9.06437389248287e-05,4.53218694624143e-05,8.83467240982736,11.2629782464919,5.28230899115937,0.919410750385336
"63","allstar_mine_2","6",5.02,87,2651,"S","C",0.000104704379908375,5.23521899541876e-05,10.4287230984437,8.91498815628608,3.31054689205789,0.914492373323065
"64","allstar_mine_2","7",5.01,88,2849,"W","C",0.000112524624050909,5.62623120254547e-05,11.2300024002904,10.0590617142623,4.08836035552793,0.572816769659185
"65","allstar_mine_2","8",5.06,89,4109,"W","B",0.000162289814048854,8.11449070244272e-05,16.036542890203,9.03971005453437,13.2548936894736,1.05573579080837
"66","allstar_mine_2","9",4.97,90,3201,"W","F",0.000126427280304304,6.32136401521518e-05,12.7190422841352,9.96120641534839,5.82685578294582,0.946594860596508
"67","goshen","1",5,28,4009,"S","C",0.000158340195795049,7.91700978975247e-05,15.8340195795049,15.9037940038561,1.43017221137778,0.0975748567845166
"68","goshen","10",5.02,37,2129,"S","F",8.40873726235121e-05,4.20436863117561e-05,8.37523631708288,12.2915086128457,13.3373072407067,0.587265813868333
"69","goshen","11",5.04,38,3502,"S","B",0.000138315631248257,6.91578156241286e-05,13.7217888143112,13.4751083155668,7.96698350957639,0.0619256958290205
"70","goshen","12",5.02,39,4122,"S","C",0.000162803264421849,8.14016322109246e-05,16.2154645838495,15.9037940038561,1.43017221137778,0.435850420689054
"71","goshen","13",5.07,40,4267,"S","C",0.000168530210889867,8.42651054449334e-05,16.6203363796713,15.9037940038561,1.43017221137778,1.0020364961851
"72","goshen","14",5.02,41,2331,"S","B",9.20656014961986e-05,4.60328007480993e-05,9.16988062711141,13.4751083155668,7.96698350957639,1.0807673150774
"73","goshen","15",4.96,42,2587,"S","F",0.00010217662422594,5.10883121129699e-05,10.300062926002,12.2915086128457,13.3373072407067,0.298627849070707
"74","goshen","16",5.1,43,4063,"W","F",0.000160472989652104,8.02364948260521e-05,15.7326460443239,16.5524081177936,11.4109433690792,0.14367998279458
"75","goshen","17",5.04,44,5485,"W","B",0.000216636561221214,0.000108318280610607,21.4917223433744,16.9914393610008,13.7072184029672,0.656629645792969
"76","goshen","18",5.05,45,3132,"W","C",0.000123702043709178,6.1851021854589e-05,12.2477270999186,20.2238027161165,20.0907255837656,0.794005729951638
"77","goshen","19",5,46,3784,"S","C",0.000149453554723988,7.47267773619938e-05,14.9453554723988,15.9037940038561,1.43017221137778,1.34031206008964
"78","goshen","2",5.02,29,3122,"S","B",0.000123307081883797,6.16535409418987e-05,12.281581860936,13.4751083155668,7.96698350957639,0.299618156155631
"79","goshen","20",5.12,47,5755,"S","F",0.000227300530506488,0.000113650265253244,22.1973174322742,12.2915086128457,13.3373072407067,1.48542860123895
"80","goshen","21",5.01,48,4751,"S","B",0.000187646363238284,9.38231816191418e-05,18.7271819599086,13.4751083155668,7.96698350957639,1.31845977540401
"81","goshen","22",5.11,49,6201,"W","B",0.000244915827918459,0.000122457913959229,23.9643667239196,16.9914393610008,13.7072184029672,1.01740953677508
"82","goshen","23",5.02,50,2237,"W","F",8.83529603376217e-05,4.41764801688108e-05,8.80009565115754,16.5524081177936,11.4109433690792,1.35875049343296
"83","goshen","24",4.99,51,5919,"W","C",0.000233777904442728,0.000116888952221364,23.4246397237202,20.2238027161165,20.0907255837656,0.31863826861387
"84","goshen","3",5.06,30,2125,"S","F",8.39293878933599e-05,4.196469394668e-05,8.29341777602371,12.2915086128457,13.3373072407067,0.599534938299906
"85","goshen","4",4.95,31,3054,"W","C",0.00012062134147121,6.0310670735605e-05,12.1839738859808,20.2238027161165,20.0907255837656,0.800352261705506
"86","goshen","5",5.08,32,3349,"W","B",0.000132272715319935,6.61363576599676e-05,13.0189680433007,16.9914393610008,13.7072184029672,0.579617425055418
"87","goshen","6",5.02,33,5366,"W","F",0.000211936515499186,0.000105968257749593,21.1092146911539,16.5524081177936,11.4109433690792,0.798673067768994
"88","goshen","7",5.1,34,2451,"W","B",9.68051434007648e-05,4.84025717003824e-05,9.49070033340831,16.9914393610008,13.7072184029672,1.09442175751263
"89","goshen","8",5.04,35,8432,"W","C",0.000333031811160852,0.000166515905580426,33.0388701548464,20.2238027161165,20.0907255837656,1.27571972304327
"90","goshen","9",5.06,36,5270,"W","F",0.000208144881975533,0.000104072440987766,20.5676760845388,16.5524081177936,11.4109433690792,0.70375740845855
"91","jackson_mill","1",5.02,103,4815,"W","B",0.000190174118920719,9.50870594603595e-05,18.9416453108286,12.5877364813308,14.2745278206476,0.890244344237724
"92","jackson_mill","10",4.99,112,3114,"W","F",0.000122991112423493,6.14955562117465e-05,12.323758759869,11.596617809007,2.10495166390593,0.690886126584758
"93","jackson_mill","11",5.03,113,3403,"W","C",0.00013440550917699,6.7202754588495e-05,13.3603885861819,11.8009211505975,3.00348112193852,1.03843997832617
"94","jackson_mill","12",5.02,114,3460,"W","B",0.000136656791581659,6.83283957908295e-05,13.6112342212808,12.5877364813308,14.2745278206476,0.143401974875765
"95","jackson_mill","13",5.05,115,4430,"S","B",0.000174968088643569,8.74840443217845e-05,17.3235731330266,11.8367928538886,7.50676052881312,1.46182371425814
"96","jackson_mill","14",5.12,116,2864,"S","F",0.00011311706678898,5.65585333944901e-05,11.0465885536113,11.2859765881361,3.45857183318935,0.138431726198412
"97","jackson_mill","15",5.08,117,2822,"S","C",0.000111458227122382,5.5729113561191e-05,10.9702979451163,11.03110176778,2.10802436518886,0.0576879695204175
"98","jackson_mill","16",5.04,118,3927,"W","B",0.000155101508826929,7.75507544134645e-05,15.387054447116,12.5877364813308,14.2745278206476,0.392211637534666
"99","jackson_mill","17",5.08,119,3252,"W","F",0.000128441585613744,6.42207928068721e-05,12.6418883478095,11.596617809007,2.10495166390593,0.993153958569184
"100","jackson_mill","18",5.01,120,2546,"W","C",0.00010055728074188,5.02786403709398e-05,10.0356567606666,11.8009211505975,3.00348112193852,1.17547893145504
"101","jackson_mill","19",5.07,121,2684,"W","F",0.000106007753932131,5.30038769660654e-05,10.4544136027742,11.596617809007,2.10495166390593,1.08525456980164
"102","jackson_mill","2",5.08,104,2821,"W","F",0.000111418730939844,5.57093654699219e-05,10.9664105255752,11.596617809007,2.10495166390593,0.598785515352302
"103","jackson_mill","20",4.98,122,608,"W","B",2.40136789831354e-05,1.20068394915677e-05,2.41101194609794,12.5877364813308,14.2745278206476,1.42585795664815
"104","jackson_mill","21",5.03,123,3229,"W","C",0.000127533173415369,6.37665867076845e-05,12.6772538186251,11.8009211505975,3.00348112193852,0.583544648658938
"105","jackson_mill","22",5.06,124,2498,"S","C",9.86614639800532e-05,4.93307319900266e-05,9.7491565197681,11.03110176778,2.10802436518886,1.2162527807377
"106","jackson_mill","23",5.02,125,2749,"S","F",0.000108575005797104,5.42875028985521e-05,10.8142436052893,11.2859765881361,3.45857183318935,0.272790623181517
"107","jackson_mill","24",4.99,126,2482,"S","B",9.80295250594443e-05,4.90147625297222e-05,9.82259770134713,11.8367928538886,7.50676052881312,0.536634982509551
"108","jackson_mill","3",5.03,105,2835,"W","C",0.000111971677495377,5.59858387476883e-05,11.1303854369162,11.8009211505975,3.00348112193852,0.446505695530072
"109","jackson_mill","4",5.03,106,2442,"S","F",9.64496777579223e-05,4.82248388789612e-05,9.58744311708969,11.2859765881361,3.45857183318935,0.982216679582528
"110","jackson_mill","5",5.04,107,2318,"S","B",9.15521511232039e-05,4.57760755616019e-05,9.08255467492102,11.8367928538886,7.50676052881312,0.733802062393239
"111","jackson_mill","6",4.98,108,3109,"S","C",0.000122793631510803,6.13968157554014e-05,12.3286778625304,11.03110176778,2.10802436518886,1.23108263469636
"112","jackson_mill","7",5.11,109,2877,"S","B",0.000113630517161975,5.68152585809874e-05,11.1184459062598,11.8367928538886,7.50676052881312,0.191386669355351
"113","jackson_mill","8",5.01,110,2810,"S","C",0.000110984272931925,5.54921364659627e-05,11.0762747437051,11.03110176778,2.10802436518886,0.0428581155617603
"114","jackson_mill","9",5.09,111,3530,"S","F",0.000139421524359323,6.97107621796613e-05,13.6956310765543,11.2859765881361,3.45857183318935,1.39343902896246
"115","reedsville","1",5.01,1,1853,"S","C",7.31864262430098e-05,3.65932131215049e-05,7.3040345551906,11.5461915282477,6.88032669407671,1.23312661205731
"116","reedsville","10",5.02,10,2069,"W","B",8.1717601671229e-05,4.08588008356145e-05,8.13920335370807,7.50267960047667,3.43729854892916,0.370362797511258
"117","reedsville","11",4.99,11,1703,"W","F",6.72619988623021e-05,3.3630999431151e-05,6.73967924471965,7.59345898299644,2.04082441647066,0.836700826770086
"118","reedsville","12",5.05,12,2542,"W","C",0.000100399296011727,5.01996480058637e-05,9.94052435759678,9.47126130868588,4.67249563830467,0.200861845675758
"119","reedsville","13",4.99,13,2125,"W","F",8.39293878933599e-05,4.196469394668e-05,8.40975830594789,7.59345898299644,2.04082441647066,0.799970165354191
"120","reedsville","14",5.03,14,2455,"W","B",9.6963128130917e-05,4.84815640654585e-05,9.63848192156232,7.50267960047667,3.43729854892916,1.24272145156028
"121","reedsville","15",5,15,3171,"W","C",0.000125242394828162,6.2621197414081e-05,12.5242394828162,9.47126130868588,4.67249563830467,1.30678695517757
"122","reedsville","16",4.99,16,3184,"S","C",0.000125755845201157,6.28779226005783e-05,12.6007860923003,11.5461915282477,6.88032669407671,0.306553630646762
"123","reedsville","17",5.04,17,2751,"S","F",0.00010865399816218,5.43269990810901e-05,10.7791664843433,8.79996601050627,3.10764850131358,1.27376083427738
"124","reedsville","18",5.05,18,2301,"S","B",9.0880716020057e-05,4.54403580100285e-05,8.99809069505515,8.94389744876562,1.76965746718078,0.0612471591757922
"125","reedsville","19",5,19,1692,"W","F",6.68275408543835e-05,3.34137704271917e-05,6.68275408543835,7.59345898299644,2.04082441647066,0.892487261724389
"126","reedsville","2",5.07,2,1909,"S","F",7.53982124651407e-05,3.76991062325704e-05,7.43572115040836,8.79996601050627,3.10764850131358,0.877991741679444
"127","reedsville","20",5.04,20,2111,"W","C",8.33764413378272e-05,4.16882206689136e-05,8.27147235494317,9.47126130868588,4.67249563830467,0.513553803627745
"128","reedsville","21",5.01,21,1511,"W","B",5.96787318149961e-05,2.98393659074981e-05,5.95596125898165,7.50267960047667,3.43729854892916,0.899961594535847
"129","reedsville","22",5,22,2507,"S","B",9.90169296228956e-05,4.95084648114478e-05,9.90169296228956,8.94389744876562,1.76965746718078,1.08246429751153
"130","reedsville","23",4.98,23,2343,"S","F",9.25395556866552e-05,4.62697778433276e-05,9.29112004886096,8.79996601050627,3.10764850131358,0.316093688296527
