"site","plot","mass_soil","plot_no","max(co2_int)","crop","treatment","mol_co2","c_g_hr","resp","hour","mean","two.sd","zscore"
"jackson_mill","22",5.06,124,1902,"S","C",3.74166358544474e-05,6.23610597574124e-06,1.23243201101605,"72",1.46209102133809,0.377942679326274,1.21531133097447
"jackson_mill","23",5.02,125,1691,"S","F",3.32657892901528e-05,5.54429821502546e-06,1.10444187550308,"72",1.17643175305213,0.305610056640319,0.471122438446284
"jackson_mill","24",4.99,126,2594,"S","B",5.1029838804646e-05,8.50497313410766e-06,1.70440343368891,"72",1.38919648107658,0.502056378080935,1.25566357235488
"jackson_mill","3",5.03,105,734,"W","C",1.44394378113378e-05,2.40657296855629e-06,0.478443930130476,"72",1.06705282326932,0.839429718113905,1.40240184600893
"jackson_mill","4",5.03,106,1535,"S","F",3.01969169487785e-05,5.03281949146309e-06,1.00056053508213,"72",1.17643175305213,0.305610056640319,1.15095177104718
"jackson_mill","5",5.04,107,2259,"S","B",4.44396321741308e-05,7.40660536235513e-06,1.46956455602284,"72",1.38919648107658,0.502056378080935,0.320155577959044
"jackson_mill","6",4.98,108,2113,"S","C",4.15674824187421e-05,6.92791373645701e-06,1.39114733663795,"72",1.46209102133809,0.377942679326274,0.375420340600864
"jackson_mill","7",5.11,109,1779,"S","B",3.49969480468254e-05,5.8328246744709e-06,1.14145296956378,"72",1.38919648107658,0.502056378080935,0.986915104872404
"jackson_mill","8",5.01,110,2394,"S","C",4.70953870849354e-05,7.84923118082257e-06,1.56671281054343,"72",1.46209102133809,0.377942679326274,0.553638395070048
"jackson_mill","9",5.09,111,2081,"S","F",4.09379701435884e-05,6.82299502393139e-06,1.34047053515352,"72",1.17643175305213,0.305610056640319,1.07351691174515
"jackson_mill","off-site 1",5.01,127,2893,NA,NA,5.69118441256133e-05,9.48530735426888e-06,1.89327492101175,"72",1.58250749497819,0.560112246835533,1.109661243043
"jackson_mill","off-site 2",4.98,128,2050,NA,NA,4.03281301270332e-05,6.72135502117221e-06,1.34966968296631,"72",1.58250749497819,0.560112246835533,0.831396968473182
"jackson_mill","off-site 3",5.06,129,2322,NA,NA,4.56789844658396e-05,7.61316407763993e-06,1.50457788095651,"72",1.58250749497819,0.560112246835533,0.278264274569818
"reedsville","1",5.01,1,1402,"S","C",2.7580506555171e-05,4.5967510925285e-06,0.917515188129442,"72",1.43174777538884,0.74894136447003,1.37322522604499
"reedsville","10",5.02,10,1713,"W","B",3.36985789793209e-05,5.61642982988682e-06,1.11881072308502,"72",1.08245862554399,0.384819470383042,0.188930656262561
"reedsville","11",4.99,11,1419,"W","F",2.79149349513464e-05,4.65248915855774e-06,0.932362556825198,"72",1.0447156661001,0.311535250351655,0.721286654708123
"reedsville","12",5.05,12,1555,"W","C",3.05903621207496e-05,5.0983936867916e-06,1.00958290827556,"72",1.17849852640306,0.651427814039057,0.518601184926904
"reedsville","13",4.99,13,1730,"W","F",3.40330073754963e-05,5.67216789591606e-06,1.13670699316955,"72",1.0447156661001,0.311535250351655,0.590567693162255
"reedsville","14",5.03,14,2052,"W","B",4.03674746442303e-05,6.72791244070506e-06,1.3375571452694,"72",1.08245862554399,0.384819470383042,1.32580879793577
"reedsville","15",5,15,2540,"W","C",4.99675368403241e-05,8.32792280672068e-06,1.66558456134414,"72",1.17849852640306,0.651427814039057,1.49544131964826
"reedsville","16",4.99,16,2635,"S","C",5.18364014071866e-05,8.6394002345311e-06,1.73134273237096,"72",1.43174777538884,0.74894136447003,0.800049165916
"reedsville","17",5.04,17,2236,"S","F",4.39871702263641e-05,7.33119503772734e-06,1.45460219002527,"72",1.1996904034085,0.496869065043202,1.02607227759131
"reedsville","18",5.05,18,1871,"S","B",3.68067958378923e-05,6.13446597298205e-06,1.21474573722417,"72",1.23987041088343,0.247829672692222,0.20275759061717
"reedsville","19",5,19,1364,"W","F",2.6832960728426e-05,4.47216012140434e-06,0.894432024280867,"72",1.0447156661001,0.311535250351655,0.964793818032433
"reedsville","2",5.07,2,1629,"S","F",3.20461092570425e-05,5.34101820950709e-06,1.05345526814735,"72",1.1996904034085,0.496869065043202,0.588626443259964
"reedsville","20",5.04,20,1614,"W","C",3.17510253780642e-05,5.2918375630107e-06,1.04996777043863,"72",1.17849852640306,0.651427814039057,0.394612428866066
"reedsville","21",5.01,21,1482,"W","B",2.91542872430552e-05,4.85904787384254e-06,0.969869835098312,"72",1.08245862554399,0.384819470383042,0.585151215626406
"reedsville","22",5,22,1988,"S","B",3.9108450093923e-05,6.51807501565383e-06,1.30361500313077,"72",1.23987041088343,0.247829672692222,0.51442259964168
"reedsville","23",4.98,23,2067,"S","F",4.06625585232086e-05,6.77709308720144e-06,1.3608620657031,"72",1.1996904034085,0.496869065043202,0.64874903121848
"reedsville","24",5.01,24,2577,"S","C",5.06954104084706e-05,8.44923506807843e-06,1.68647406548472,"72",1.43174777538884,0.74894136447003,0.68023026148682
"reedsville","3",5.02,3,2087,"S","B",4.10560036951797e-05,6.84266728252995e-06,1.36308113197808,"72",1.23987041088343,0.247829672692222,0.994317748606852
"reedsville","4",4.98,4,1846,"W","F",3.63149893729285e-05,6.05249822882141e-06,1.21536109012478,"72",1.0447156661001,0.311535250351655,1.0955127795783
"reedsville","5",5.04,5,1389,"W","B",2.73247671933898e-05,4.55412786556497e-06,0.903596798723209,"72",1.08245862554399,0.384819470383042,0.929588238571924
"reedsville","6",5,6,1508,"W","C",2.96657659666176e-05,4.9442943277696e-06,0.988858865553921,"72",1.17849852640306,0.651427814039057,0.582227705855288
"reedsville","7",5,7,1644,"S","B",3.23411931360208e-05,5.39019885600347e-06,1.07803977120069,"72",1.23987041088343,0.247829672692222,1.30598275763136
"reedsville","8",5,8,1418,"S","F",2.78952626927479e-05,4.64921044879131e-06,0.929842089758262,"72",1.1996904034085,0.496869065043202,1.08619486554982
"reedsville","9",5.03,9,2135,"S","C",4.20002721079102e-05,7.00004535131837e-06,1.39165911557025,"72",1.43174777538884,0.74894136447003,0.107054201357828
"reedsville","off-site 1",5,25,1705,NA,NA,3.35412009105325e-05,5.59020015175542e-06,1.11804003035108,"72",1.49199548460735,0.738123238889578,1.01326021063592
"reedsville","off-site 2",5.06,26,2318,NA,NA,4.56002954314454e-05,7.60004923857423e-06,1.5019860155285,"72",1.49199548460735,0.738123238889578,0.0270700890983695
"reedsville","off-site 3",4.98,27,2819,NA,NA,5.54560969893203e-05,9.24268283155339e-06,1.85596040794245,"72",1.49199548460735,0.738123238889578,0.986190121537553
