"site","plot","mass_soil","plot_no","max(co2_int)","crop","treatment","mol_co2","c_g_hr","resp","hour","mean","two.sd","zscore"
"agronomy_farm","1",4.99,130,1614,"W","F",3.17510253780642e-05,7.93775634451605e-06,1.59073273437195,"48",1.73919031080997,0.617793640630045,0.480605712569694
"agronomy_farm","10",4.98,139,1729,"S","F",3.40133351168978e-05,8.50333377922445e-06,1.70749674281615,"48",2.27016053107361,0.985768437719264,1.14157395738755
"agronomy_farm","11",5.03,140,2173,"S","B",4.27478179346552e-05,1.06869544836638e-05,2.12464303850175,"48",1.8851713749586,1.26852526895403,0.377559153773272
"agronomy_farm","12",4.99,141,4507,"S","C",8.86628695036775e-05,2.21657173759194e-05,4.44202753024436,"48",2.93019369387763,2.325425710016,1.30026414505955
"agronomy_farm","13",4.94,142,1833,"S","C",3.60592500111473e-05,9.01481250278682e-06,1.82486083052365,"48",2.93019369387763,2.325425710016,0.950649903450475
"agronomy_farm","14",5.03,143,2179,"S","F",4.28658514862465e-05,1.07164628715616e-05,2.13050951720907,"48",2.27016053107361,0.985768437719264,0.283334317717955
"agronomy_farm","15",4.96,144,1808,"S","B",3.55674435461835e-05,8.89186088654586e-06,1.79271388841651,"48",1.8851713749586,1.26852526895403,0.145771611815562
"agronomy_farm","16",4.97,145,1320,"W","B",2.59673813500897e-05,6.49184533752242e-06,1.3062063053365,"48",1.53988320007099,0.393167293209088,1.18868938882066
"agronomy_farm","17",4.97,146,1873,"W","F",3.68461403550894e-05,9.21153508877235e-06,1.85342758325399,"48",1.73919031080997,0.617793640630045,0.369823400342943
"agronomy_farm","18",4.97,147,1577,"W","C",3.10231518099178e-05,7.75578795247944e-06,1.5605207147846,"48",1.58286315190037,0.375350983548045,0.119048240687052
"agronomy_farm","19",4.98,148,2928,"S","F",5.76003731765626e-05,1.44000932941406e-05,2.89158499882342,"48",2.27016053107361,0.985768437719264,1.2607919750151
"agronomy_farm","2",5.05,131,1623,"W","B",3.19280757054512e-05,7.9820189263628e-06,1.58059780720055,"48",1.53988320007099,0.393167293209088,0.20711085501157
"agronomy_farm","20",5.11,149,2332,"S","C",4.58757070518251e-05,1.14689267629563e-05,2.2444083684846,"48",2.93019369387763,2.325425710016,0.589814864813132
"agronomy_farm","21",5.09,150,2653,"S","B",5.21905020619606e-05,1.30476255154901e-05,2.56338418771909,"48",1.8851713749586,1.26852526895403,1.0692933430009
"agronomy_farm","22",5.01,151,1597,"W","C",3.14165969818888e-05,7.85414924547221e-06,1.56769446017409,"48",1.58286315190037,0.375350983548045,0.0808240414499209
"agronomy_farm","23",5.01,152,1521,"W","B",2.99215053283988e-05,7.4803763320997e-06,1.49308908824345,"48",1.53988320007099,0.393167293209088,0.238036645650766
"agronomy_farm","24",4.98,153,1420,"W","F",2.7934607209945e-05,6.98365180248624e-06,1.40233971937475,"48",1.73919031080997,0.617793640630045,1.09049549649521
"agronomy_farm","3",5.05,132,1879,"W","C",3.69641739066807e-05,9.24104347667018e-06,1.82990959934063,"48",1.58286315190037,0.375350983548045,1.31634900809384
"agronomy_farm","4",5.09,133,1097,"S","B",2.15804676826124e-05,5.39511692065311e-06,1.05994438519707,"48",1.8851713749586,1.26852526895403,1.30108088495861
"agronomy_farm","5",5.01,134,2395,"S","F",4.7115059343534e-05,1.17787648358835e-05,2.35105086544581,"48",2.27016053107361,0.985768437719264,0.164116300090404
"agronomy_farm","6",5.02,135,3276,"S","C",6.4446319168859e-05,1.61115797922147e-05,3.20947804625792,"48",2.93019369387763,2.325425710016,0.240200623204054
"agronomy_farm","7",5.06,136,1831,"W","B",3.60199054939502e-05,9.00497637348754e-06,1.77963959950347,"48",1.53988320007099,0.393167293209088,1.21961517945985
