"","site","plot","mass_soil","plot_no","max(co2_int)","crop","treatment","mol_co2","c_g_hr","resp","mean","two.sd","zscore"
"1","agronomy_farm","1",4.99,130,1614,"W","F",6.37468386164155e-05,1.59367096541039e-05,3.19372938959997,3.49178909173219,1.24035022612842,0.480605712569695
"2","agronomy_farm","10",4.98,139,1729,"S","F",6.82888996082914e-05,1.70722249020729e-05,3.428157610858,4.55782310286222,1.97913676059923,1.14157395738755
"3","agronomy_farm","11",5.03,140,2173,"S","B",8.58252046551864e-05,2.14563011637966e-05,4.26566623534724,3.78487667635441,2.54683036651547,0.377559153773272
"4","agronomy_farm","12",4.99,141,4507,"S","C",0.000178009294698999,4.45023236747498e-05,8.91830133762521,5.88297802336498,4.66877953344042,1.30026414505955
"5","agronomy_farm","13",4.94,142,1833,"S","C",7.23965025922488e-05,1.80991256480622e-05,3.66379061701664,5.88297802336498,4.66877953344042,0.950649903450475
"6","agronomy_farm","14",5.03,143,2179,"S","F",8.60621817504147e-05,2.15155454376037e-05,4.27744442099477,4.55782310286222,1.97913676059923,0.283334317717955
"7","agronomy_farm","15",4.96,144,1808,"S","B",7.14090980287975e-05,1.78522745071994e-05,3.59924889258052,3.78487667635441,2.54683036651547,0.145771611815562
"8","agronomy_farm","16",4.97,145,1320,"W","B",5.21349609502283e-05,1.30337402375571e-05,2.62248294518251,3.09163829118012,0.789365750901638,1.18868938882066
"9","agronomy_farm","17",4.97,146,1873,"W","F",7.39763498937709e-05,1.84940874734427e-05,3.72114436085367,3.49178909173219,1.24035022612842,0.369823400342942
"10","agronomy_farm","18",4.97,147,1577,"W","C",6.22854798625075e-05,1.55713699656269e-05,3.13307242769153,3.17792955328536,0.753595774871597,0.119048240687051
"11","agronomy_farm","19",4.98,148,2928,"S","F",0.000115644822471415,2.89112056178539e-05,5.80546297547266,4.55782310286222,1.97913676059923,1.2607919750151
"12","agronomy_farm","2",5.05,131,1623,"W","B",6.41023042592579e-05,1.60255760648145e-05,3.17338139897317,3.09163829118012,0.789365750901638,0.207110855011571
"13","agronomy_farm","20",5.11,149,2332,"S","C",9.21050976787366e-05,2.30262744196841e-05,4.50612023868574,5.88297802336498,4.66877953344042,0.589814864813132
"14","agronomy_farm","21",5.09,150,2653,"S","B",0.000104783372273451,2.61958430683628e-05,5.14653105468817,3.78487667635441,2.54683036651547,1.0692933430009
"15","agronomy_farm","22",5.01,151,1597,"W","C",6.30754035132686e-05,1.57688508783171e-05,3.147475225213,3.17792955328536,0.753595774871597,0.0808240414499194
"16","agronomy_farm","23",5.01,152,1521,"W","B",6.00736936403767e-05,1.50184234100942e-05,2.99768930341201,3.09163829118012,0.789365750901638,0.238036645650766
"17","agronomy_farm","24",4.98,153,1420,"W","F",5.60845792040334e-05,1.40211448010084e-05,2.81549092389726,3.49178909173219,1.24035022612842,1.09049549649521
"18","agronomy_farm","3",5.05,132,1879,"W","C",7.42133269889992e-05,1.85533317472498e-05,3.67392707866333,3.17792955328536,0.753595774871597,1.31634900809384
"19","agronomy_farm","4",5.09,133,1097,"S","B",4.33273122442427e-05,1.08318280610607e-05,2.12806052280171,3.78487667635441,2.54683036651547,1.30108088495861
"20","agronomy_farm","5",5.01,134,2395,"S","F",9.45933571786339e-05,2.36483392946585e-05,4.72022740412345,4.55782310286222,1.97913676059923,0.164116300090404
"21","agronomy_farm","6",5.02,135,3276,"S","C",0.000129389493994657,3.23473734986644e-05,6.44369990013234,5.88297802336498,4.66877953344042,0.240200623204054
"22","agronomy_farm","7",5.06,136,1831,"W","B",7.23175102271727e-05,1.80793775567932e-05,3.5729995171528,3.09163829118012,0.789365750901638,1.21961517945985
"23","agronomy_farm","8",5.01,137,1399,"W","C",5.52551593707344e-05,1.38137898426836e-05,2.75724348157357,3.17792955328536,0.753595774871597,1.11647672595687
"24","agronomy_farm","9",5.02,138,2154,"W","F",8.50747771869634e-05,2.12686942967409e-05,4.23679169257786,3.49178909173219,1.24035022612842,1.20127780872196
"25","allstar_mine_1","1",5.03,55,2326,"W","F",9.18681205835083e-05,2.29670301458771e-05,4.56600996935926,3.03987053617443,4.13118833525826,0.738837985264319
"26","allstar_mine_1","10",5.06,64,2097,"S","F",8.28234947822944e-05,2.07058736955736e-05,4.09206990031099,4.45855102395647,1.08657190676122,0.674563959117731
"27","allstar_mine_1","11",5.11,65,2015,"S","C",7.95848078141742e-05,1.98962019535435e-05,3.89358159560539,4.59244171266101,1.58694403399593,0.880762146722833
"28","allstar_mine_1","12",5.05,66,2346,"S","B",9.26580442342693e-05,2.31645110585673e-05,4.58703189278561,5.12857345930253,2.24665438749607,0.482087115428975
"29","allstar_mine_1","13",5.11,67,1661,"W","B",6.56031591957039e-05,1.6400789798926e-05,3.20954790585635,3.38162721204869,0.379040440475426,0.90797333380311
"30","allstar_mine_1","14",5.07,68,0,"W","F",0,0,0,3.03987053617443,4.13118833525826,1.47166882237258
"31","allstar_mine_1","15",4.98,69,1335,"W","C",5.2727403688299e-05,1.31818509220748e-05,2.64695801648088,3.41843978734015,1.78561007221397,0.864110012442658
"32","allstar_mine_1","16",5.04,70,2558,"S","F",0.000101031234932336,2.52578087330841e-05,5.01146998672303,4.45855102395647,1.08657190676122,1.01773101131367
"33","allstar_mine_1","17",4.98,71,3428,"S","B",0.000135392913740441,3.38482284351103e-05,6.79683301909846,5.12857345930253,2.24665438749607,1.48510564782973
"34","allstar_mine_1","18",5.02,72,2902,"S","C",0.000114617921725426,2.86544804313565e-05,5.70806383094751,4.59244171266101,1.58694403399593,1.40600058273935
"35","allstar_mine_1","19",5.04,73,1836,"W","B",7.25149911398629e-05,1.81287477849657e-05,3.59697376685828,3.38162721204869,0.379040440475426,1.13627218530816
"36","allstar_mine_1","2",5.03,56,1688,"W","C",6.66695561242313e-05,1.66673890310578e-05,3.31359622883853,3.41843978734015,1.78561007221397,0.117431638780599
"37","allstar_mine_1","20",5.03,74,2391,"W","C",9.44353724484817e-05,2.36088431121204e-05,4.69360698054084,3.41843978734015,1.78561007221397,1.42827060962937
"38","allstar_mine_1","21",5.07,75,2055,"W","F",8.11646551156963e-05,2.02911637789241e-05,4.00220192878187,3.03987053617443,4.13118833525826,0.465885994300612
"39","allstar_mine_1","22",5.08,76,2160,"S","C",8.53117542821917e-05,2.13279385705479e-05,4.19841310443857,4.59244171266101,1.58694403399593,0.496587907048343
"40","allstar_mine_1","23",5,77,2214,"S","B",8.74445481392465e-05,2.18611370348116e-05,4.37222740696232,5.12857345930253,2.24665438749607,0.6733087710773
