"site","plot","mass_soil","plot_no","max(co2_int)","crop","treatment","mol_co2","c_g_hr","resp","hour","mean","two.sd","zscore"
"allstar_mine_1","24",4.98,78,3456,"S","F",6.79873257165985e-05,3.39936628582992e-05,6.82603671853398,"24",6.94250442994834,4.22626284898457,0.0551161702790635
"allstar_mine_1","3",5.07,57,2725,"W","B",5.36069046810564e-05,2.68034523405282e-05,5.28667699024225,"24",4.94221067466131,0.654630244991293,1.05239963541714
"allstar_mine_1","4",5,58,3362,"S","C",6.61381334083345e-05,3.30690667041673e-05,6.61381334083345,"24",6.80870639347988,2.40641215466844,0.161978115235444
"allstar_mine_1","5",5.08,59,3628,"S","B",7.13709541955496e-05,3.56854770977748e-05,7.0247002160974,"24",6.85161788247046,0.779431158265896,0.444124748648788
"allstar_mine_1","6",5.05,60,2562,"S","F",5.04003265294923e-05,2.52001632647461e-05,4.99013133955369,"24",6.94250442994834,4.22626284898457,0.923924119326245
"allstar_mine_1","7",4.98,61,2583,"W","B",5.08134439600619e-05,2.54067219800309e-05,5.10175140161264,"24",4.94221067466131,0.654630244991293,0.487422413406671
"allstar_mine_1","8",4.99,62,2463,"W","C",4.84527729282355e-05,2.42263864641178e-05,4.85498726735827,"24",6.36383874907213,3.28801085121762,0.917789843154015
"allstar_mine_1","9",5.07,63,2763,"W","F",5.43544505078014e-05,2.71772252539007e-05,5.36039945836305,"24",5.23756789087277,2.1586475385304,0.113804190167988
"allstar_mine_1","off-site 1",5,79,3980,NA,NA,7.82955892222401e-05,3.91477946111201e-05,7.82955892222401,"24",7.41083000884267,0.804151984022108,1.04141734821567
"allstar_mine_1","off-site 2",4.97,80,3551,NA,NA,6.9856190283461e-05,3.49280951417305e-05,7.02778574280292,"24",7.41083000884267,0.804151984022108,0.952666345791736
"allstar_mine_1","off-site 3",5.04,81,3779,NA,NA,7.4341465243931e-05,3.71707326219655e-05,7.37514536150109,"24",7.41083000884267,0.804151984022108,0.0887510024239398
"allstar_mine_2","1",4.98,82,2585,"W","F",5.0852788477259e-05,2.54263942386295e-05,5.10570165434327,"24",4.96147769135673,2.90224032836965,0.0993880221267296
"allstar_mine_2","10",5.04,91,3249,"S","B",6.3915168186698e-05,3.1957584093349e-05,6.34079049471211,"24",6.96728261185637,4.98580109374287,0.251310513742917
"allstar_mine_2","11",4.95,92,3528,"S","F",6.94037283356943e-05,3.47018641678471e-05,7.01047760966609,"24",5.60986420501268,2.63101246231666,1.06469537846289
"allstar_mine_2","12",5.07,93,1835,"S","C",3.60985945283444e-05,1.80492972641722e-05,3.56001918425487,"24",4.44037730088297,1.64891719599619,1.06780148665529
"allstar_mine_2","13",5.04,94,2340,"S","C",4.60330851206136e-05,2.30165425603068e-05,4.56677431752119,"24",4.44037730088297,1.64891719599619,0.153309113332222
"allstar_mine_2","14",4.99,95,2749,"S","F",5.40790388874216e-05,2.70395194437108e-05,5.41874137148513,"24",5.60986420501268,2.63101246231666,0.145284628077555
"allstar_mine_2","15",5.01,96,2469,"S","B",4.85708064798269e-05,2.42854032399134e-05,4.84738587623022,"24",6.96728261185637,4.98580109374287,0.850373569168891
"allstar_mine_2","16",5.06,97,732,"W","B",1.44000932941406e-05,7.20004664707032e-06,1.42293411997437,"24",4.50249878396248,6.60199744885303,0.932919071189014
"allstar_mine_2","17",5,98,2848,"W","C",5.60265924886784e-05,2.80132962443392e-05,5.60265924886784,"24",5.01021745863975,2.03633052588135,0.581871933557224
"allstar_mine_2","18",4.99,99,1747,"W","F",3.43674357716717e-05,1.71837178858359e-05,3.44363083884486,"24",4.96147769135673,2.90224032836965,1.04598288272324
"allstar_mine_2","2",5.02,83,2091,"W","B",4.11346927295739e-05,2.05673463647869e-05,4.09708094916075,"24",4.50249878396248,6.60199744885303,0.122816719619353
"allstar_mine_2","3",5.12,84,1996,"W","C",3.92658281627114e-05,1.96329140813557e-05,3.83455353151478,"24",5.01021745863975,2.03633052588135,1.15468870321641
"allstar_mine_2","4",4.98,85,4918,"S","B",9.67481677876826e-05,4.83740838938413e-05,9.71367146462677,"24",6.96728261185637,4.98580109374287,1.10168408291181
"allstar_mine_2","5",5.13,86,2295,"S","F",4.51478334836787e-05,2.25739167418393e-05,4.40037363388681,"24",5.60986420501268,2.63101246231666,0.919410750385337
"allstar_mine_2","6",5.02,87,2651,"S","C",5.21511575447635e-05,2.60755787723817e-05,5.19433840087286,"24",4.44037730088297,1.64891719599619,0.914492373323064
"allstar_mine_2","7",5.01,88,2849,"W","C",5.60462647472769e-05,2.80231323736385e-05,5.59343959553662,"24",5.01021745863975,2.03633052588135,0.572816769659185
"allstar_mine_2","8",5.06,89,4109,"W","B",8.08333105814534e-05,4.04166552907267e-05,7.98748128275232,"24",4.50249878396248,6.60199744885303,1.05573579080837
"allstar_mine_2","9",4.97,90,3201,"W","F",6.29708997739675e-05,3.14854498869838e-05,6.33510058088204,"24",4.96147769135673,2.90224032836965,0.946594860596508
"allstar_mine_2","off-site 1",5.13,100,1635,NA,NA,3.21641428086338e-05,1.60820714043169e-05,3.13490670649453,"24",5.0089576764935,3.33713274477928,1.12315038886649
"allstar_mine_2","off-site 2",4.99,101,3213,NA,NA,6.32069668771501e-05,3.16034834385751e-05,6.3333634145441,"24",5.0089576764935,3.33713274477928,0.793738720836048
"allstar_mine_2","off-site 3",4.96,102,2803,NA,NA,5.51413408517435e-05,2.75706704258717e-05,5.55860290844188,"24",5.0089576764935,3.33713274477928,0.329411668030445
"goshen_road","1",5,28,4009,"S","C",7.88660847215982e-05,3.94330423607991e-05,7.88660847215982,"24",7.92136171744066,0.712340175043043,0.0975748567845141
"goshen_road","10",5.02,37,2129,"S","F",4.18822385563189e-05,2.09411192781595e-05,4.17153770481264,"24",6.12215460988618,6.64304599045118,0.587265813868334
"goshen_road","11",5.04,38,3502,"S","B",6.88922496121319e-05,3.44461248060659e-05,6.83454857263213,"24",6.71168194981751,3.9681951464498,0.0619256958290201
"goshen_road","12",5.02,39,4122,"S","C",8.10890499432346e-05,4.05445249716173e-05,8.07659859992377,"24",7.92136171744066,0.712340175043043,0.435850420689047
"goshen_road","13",5.07,40,4267,"S","C",8.39415274400248e-05,4.19707637200124e-05,8.27825714398667,"24",7.92136171744066,0.712340175043043,1.00203649618511
"goshen_road","14",5.02,41,2331,"S","B",4.58560347932266e-05,2.29280173966133e-05,4.56733414275165,"24",6.71168194981751,3.9681951464498,1.0807673150774
"goshen_road","15",4.96,42,2587,"S","F",5.08921329944561e-05,2.5446066497228e-05,5.13025534218307,"24",6.12215460988618,6.64304599045118,0.298627849070706
"goshen_road","16",5.1,43,4063,"W","F",7.992838668592e-05,3.996419334296e-05,7.83611634175687,"24",8.24442343531061,5.68356267327099,0.14367998279458
"goshen_road","17",5.04,44,5485,"W","B",0.000107902338413062,5.3951169206531e-05,10.7045970647879,"24",8.46309611692726,6.82729134214991,0.656629645792969
"goshen_road","18",5.05,45,3132,"W","C",6.16135139306674e-05,3.08067569653337e-05,6.10034791392746,"24",10.0730716568433,10.006788598762,0.794005729951637
"goshen_road","19",5,46,3784,"S","C",7.44398265369238e-05,3.72199132684619e-05,7.44398265369238,"24",7.92136171744066,0.712340175043043,1.34031206008964
"goshen_road","2",5.02,29,3122,"S","B",6.14167913446818e-05,3.07083956723409e-05,6.117210293295,"24",6.71168194981751,3.9681951464498,0.29961815615563
"goshen_road","20",5.12,47,5755,"S","F",0.000113213848234671,5.66069241173357e-05,11.0560398666671,"24",6.12215460988618,6.64304599045118,1.48542860123895
"goshen_road","21",5.01,48,4751,"S","B",9.34629006017243e-05,4.67314503008622e-05,9.32763479059125,"24",6.71168194981751,3.9681951464498,1.31845977540401
"goshen_road","22",5.11,49,6201,"W","B",0.000121987675569626,6.09938377848129e-05,11.9361717778499,"24",8.46309611692726,6.82729134214991,1.01740953677508
"goshen_road","23",5.02,50,2237,"W","F",4.40068424849626e-05,2.20034212424813e-05,4.38315164192855,"24",8.24442343531061,5.68356267327099,1.35875049343296
"goshen_road","24",4.99,51,5919,"W","C",0.000116440098644834,5.8220049322417e-05,11.6673445535906,"24",10.0730716568433,10.006788598762,0.31863826861387
"goshen_road","3",5.06,30,2125,"S","F",4.18035495219247e-05,2.09017747609623e-05,4.13078552588189,"24",6.12215460988618,6.64304599045118,0.599534938299907
"goshen_road","4",4.95,31,3054,"W","C",6.00790777599802e-05,3.00395388799901e-05,6.06859371312932,"24",10.0730716568433,10.006788598762,0.800352261705505
"goshen_road","5",5.08,32,3349,"W","B",6.58823940465533e-05,3.29411970232767e-05,6.48448760300722,"24",8.46309611692726,6.82729134214991,0.579617425055418
"goshen_road","6",5.02,33,5366,"W","F",0.000105561339639834,5.27806698199172e-05,10.51407765337,"24",8.24442343531061,5.68356267327099,0.798673067768993
"goshen_road","7",5.1,34,2451,"W","B",4.82167058250529e-05,2.41083529125265e-05,4.72712802206401,"24",8.46309611692726,6.82729134214991,1.09442175751263
"goshen_road","8",5.04,35,8432,"W","C",0.000165876484502997,8.29382422514986e-05,16.4560004467259,"24",10.0730716568433,10.006788598762,1.27571972304327
"goshen_road","9",5.06,36,5270,"W","F",0.000103672802814373,5.18364014071866e-05,10.2443481041871,"24",8.24442343531061,5.68356267327099,0.703757408458549
"goshen_road","off-site 1",4.99,52,3913,NA,NA,7.69775478961371e-05,3.84887739480686e-05,7.71318115191754,"24",9.08545821595352,2.93682564727176,0.934530836252253
"goshen_road","off-site 2",4.98,53,5384,NA,NA,0.000105915440294608,5.29577201473041e-05,10.6340803508643,"24",9.08545821595352,2.93682564727176,1.05462313457348
"goshen_road","off-site 3",5.04,54,4565,NA,NA,8.98038605023935e-05,4.49019302511968e-05,8.90911314507872,"24",9.08545821595352,2.93682564727176,0.120092298321226
"jackson_mill","1",5.02,103,4815,"W","B",9.47219251520317e-05,4.73609625760159e-05,9.4344546964175,"24",6.26969978662125,7.10985681690814,0.890244344237724
"jackson_mill","10",4.99,112,3114,"W","F",6.12594132758934e-05,3.06297066379467e-05,6.13821776311557,"24",5.7760433983102,1.04843432475827,0.690886126584761
"jackson_mill","11",5.03,113,3403,"W","C",6.69446960108752e-05,3.34723480054376e-05,6.65454234700548,"24",5.87780280668958,1.49597387721514,1.03843997832617
"jackson_mill","12",5.02,114,3460,"W","B",6.80660147509927e-05,3.40330073754963e-05,6.77948354093553,"24",6.26969978662125,7.10985681690814,0.143401974875765
"jackson_mill","13",5.05,115,4430,"S","B",8.71481055915889e-05,4.35740527957944e-05,8.62852530609791,"24",5.89566978466485,3.73896728419124,1.46182371425814
"jackson_mill","14",5.12,116,2864,"S","F",5.63413486262552e-05,2.81706743131276e-05,5.50208482678273,"24",5.62131921901885,1.72264545867495,0.138431726198412
"jackson_mill","15",5.08,117,2822,"S","C",5.5515113765116e-05,2.7757556882558e-05,5.46408600050354,"24",5.49437116849586,1.04996477581327,0.0576879695204184
"jackson_mill","16",5.04,118,3927,"W","B",7.72529595165168e-05,3.86264797582584e-05,7.66398407901953,"24",6.26969978662125,7.10985681690814,0.392211637534666
"jackson_mill","17",5.08,119,3252,"W","F",6.39741849624937e-05,3.19870924812468e-05,6.29667174827694,"24",5.7760433983102,1.04843432475827,0.993153958569183
"jackson_mill","18",5.01,120,2546,"W","C",5.00855703919154e-05,2.50427851959577e-05,4.99855991935284,"24",5.87780280668958,1.49597387721514,1.17547893145503
"jackson_mill","19",5.07,121,2684,"W","F",5.28003420785157e-05,2.64001710392579e-05,5.20713432726979,"24",5.7760433983102,1.04843432475827,1.08525456980164
"jackson_mill","2",5.08,104,2821,"W","F",5.54954415065174e-05,2.77477207532587e-05,5.46214975457849,"24",5.7760433983102,1.04843432475827,0.598785515352301
"jackson_mill","20",4.98,122,608,"W","B",1.19607332279201e-05,5.98036661396005e-06,1.20087683011246,"24",6.26969978662125,7.10985681690814,1.42585795664815
"jackson_mill","21",5.03,123,3229,"W","C",6.3521723014727e-05,3.17608615073635e-05,6.31428658198081,"24",5.87780280668958,1.49597387721514,0.583544648658939
"jackson_mill","22",5.06,124,2498,"S","C",4.91413019791849e-05,2.45706509895924e-05,4.8558598793661,"24",5.49437116849586,1.04996477581327,1.2162527807377
"jackson_mill","23",5.02,125,2749,"S","F",5.40790388874216e-05,2.70395194437108e-05,5.38635845492248,"24",5.62131921901885,1.72264545867495,0.272790623181516
"jackson_mill","24",4.99,126,2482,"S","B",4.8826545841608e-05,2.4413272920804e-05,4.89243946308698,"24",5.89566978466485,3.73896728419124,0.536634982509551
"jackson_mill","3",5.03,105,2835,"W","C",5.57708531268972e-05,2.78854265634486e-05,5.5438223784192,"24",5.87780280668958,1.49597387721514,0.446505695530073
"jackson_mill","4",5.03,106,2442,"S","F",4.80396554976659e-05,2.4019827748833e-05,4.77531366776003,"24",5.62131921901885,1.72264545867495,0.982216679582529
"jackson_mill","5",5.04,107,2318,"S","B",4.56002954314454e-05,2.28001477157227e-05,4.52383883248466,"24",5.89566978466485,3.73896728419124,0.73380206239324
"jackson_mill","6",4.98,108,3109,"S","C",6.11610519829006e-05,3.05805259914503e-05,6.14066786976914,"24",5.49437116849586,1.04996477581327,1.23108263469636
"jackson_mill","7",5.11,109,2877,"S","B",5.65970879880364e-05,2.82985439940182e-05,5.53787553698986,"24",5.89566978466485,3.73896728419124,0.191386669355351
"jackson_mill","8",5.01,110,2810,"S","C",5.52790466619334e-05,2.76395233309667e-05,5.51687092434465,"24",5.49437116849586,1.04996477581327,0.0428581155617586
"jackson_mill","9",5.09,111,3530,"S","F",6.94430728528914e-05,3.47215364264457e-05,6.82151992661016,"24",5.62131921901885,1.72264545867495,1.39343902896246
"jackson_mill","off-site 1",5.01,127,3146,NA,NA,6.18889255510471e-05,3.09444627755236e-05,6.17653947615241,"24",6.82913057362581,2.87150616521593,0.454528780316466
"jackson_mill","off-site 2",4.98,128,4291,NA,NA,8.44136616463901e-05,4.2206830823195e-05,8.4752672335733,"24",6.82913057362581,2.87150616521593,1.1465318653242
"jackson_mill","off-site 3",5.06,129,3002,NA,NA,5.90561203128555e-05,2.95280601564277e-05,5.83558501115173,"24",6.82913057362581,2.87150616521593,0.692003085007738
"reedsville","1",5.01,1,1853,"S","C",3.64526951831183e-05,1.82263475915592e-05,3.63799353124934,"24",5.75092707638963,3.42695311978573,1.23312661205731
"reedsville","10",5.02,10,2069,"W","B",4.07019030404057e-05,2.03509515202029e-05,4.05397440641492,"24",3.73693465540542,1.71204966125064,0.370362797511258
"reedsville","11",4.99,11,1703,"W","F",3.35018563933354e-05,1.67509281966677e-05,3.35689943820996,"24",3.78215005025086,1.0164938253557,0.836700826770086
"reedsville","12",5.05,12,2542,"W","C",5.00068813575212e-05,2.50034406787606e-05,4.9511763720318,"24",4.71744583263026,2.32727662752679,0.200861845675758
"reedsville","13",4.99,13,2125,"W","F",4.18035495219247e-05,2.09017747609623e-05,4.18873241702652,"24",3.78215005025086,1.0164938253557,0.79997016535419
"reedsville","14",5.03,14,2455,"W","B",4.82953948594471e-05,2.41476974297236e-05,4.80073507549176,"24",3.73693465540542,1.71204966125064,1.24272145156028
"reedsville","15",5,15,3171,"W","C",6.23807320160109e-05,3.11903660080055e-05,6.23807320160109,"24",4.71744583263026,2.32727662752679,1.30678695517757
"reedsville","16",4.99,16,3184,"S","C",6.26364713777921e-05,3.13182356888961e-05,6.27619953685292,"24",5.75092707638963,3.42695311978573,0.306553630646762
"reedsville","17",5.04,17,2751,"S","F",5.41183834046187e-05,2.70591917023094e-05,5.3688872425217,"24",4.38308707051296,1.54785756553427,1.27376083427738
"reedsville","18",5.05,18,2301,"S","B",4.526586703527e-05,2.2632933517635e-05,4.48176901339307,"24",4.45477644128118,0.881430991253406,0.0612471591757918
"reedsville","19",5,19,1692,"W","F",3.32854615487513e-05,1.66427307743757e-05,3.32854615487513,"24",3.78215005025086,1.0164938253557,0.892487261724389
"reedsville","2",5.07,2,1909,"S","F",3.75543416646373e-05,1.87771708323186e-05,3.70358399059539,"24",4.38308707051296,1.54785756553427,0.877991741679444
"reedsville","20",5.04,20,2111,"W","C",4.1528137901545e-05,2.07640689507725e-05,4.11985495055009,"24",4.71744583263026,2.32727662752679,0.513553803627745
"reedsville","21",5.01,21,1511,"W","B",2.97247827424133e-05,1.48623913712066e-05,2.96654518387358,"24",3.73693465540542,1.71204966125064,0.899961594535847
"reedsville","22",5,22,2507,"S","B",4.93183523065719e-05,2.46591761532859e-05,4.93183523065719,"24",4.45477644128118,0.881430991253406,1.08246429751153
"reedsville","23",4.98,23,2343,"S","F",4.60921018964092e-05,2.30460509482046e-05,4.62772107393667,"24",4.38308707051296,1.54785756553427,0.316093688296526
"reedsville","24",5.01,24,3937,"S","C",7.74496821025024e-05,3.87248410512512e-05,7.7295091918665,"24",5.75092707638963,3.42695311978573,1.1547179353306
"reedsville","3",5.02,3,2317,"S","B",4.55806231728468e-05,2.27903115864234e-05,4.53990270645885,"24",4.45477644128118,0.881430991253406,0.193154690548411
"reedsville","4",4.98,4,2154,"W","F",4.23740450212827e-05,2.11870225106414e-05,4.25442219089184,"24",3.78215005025086,1.0164938253557,0.929217923140287
"reedsville","5",5.04,5,1602,"W","B",3.15149582748816e-05,1.57574791374408e-05,3.12648395584143,"24",3.73693465540542,1.71204966125064,0.713122654535694
"reedsville","6",5,6,1810,"W","C",3.56067880633806e-05,1.78033940316903e-05,3.56067880633806,"24",4.71744583263026,2.32727662752679,0.994094997225583
"reedsville","7",5,7,1965,"S","B",3.86559881461563e-05,1.93279940730781e-05,3.86559881461563,"24",4.45477644128118,0.881430991253406,1.33686614723573
"reedsville","8",5,8,1948,"S","F",3.83215597499809e-05,1.91607798749904e-05,3.83215597499809,"24",4.38308707051296,1.54785756553427,0.71186278089446
"reedsville","9",5.03,9,2741,"S","C",5.39216608186332e-05,2.69608304093166e-05,5.36000604558978,"24",5.75092707638963,3.42695311978573,0.228144953920055
"reedsville","off-site 1",5,25,2200,NA,NA,4.32789689168162e-05,2.16394844584081e-05,4.32789689168162,"24",5.5618871446839,2.25710127905846,1.09342922663802
"reedsville","off-site 2",5.06,26,2992,NA,NA,5.885939772687e-05,2.9429698863435e-05,5.8161460204417,"24",5.5618871446839,2.25710127905846,0.225296824840626
"reedsville","off-site 3",4.98,27,3312,NA,NA,6.51545204784069e-05,3.25772602392034e-05,6.5416185219284,"24",5.5618871446839,2.25710127905846,0.868132401797395
